dataset,vocab,vocab_size,max_train_size,max_valid_size,max_test_size,truncation needed
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,18,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,13,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,1,17,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,2,13,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,1,17,15,15,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,2,15,13,13,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,1,15,13,13,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/default_vocab.pkl,1,16,15,15,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/default_vocab.pkl,2,13,13,13,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/VandR/default_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/descending_size_vocab.pkl,1,18,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/descending_size_vocab.pkl,2,15,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,1,17,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/default_vocab.pkl,1,18,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/default_vocab.pkl,2,14,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-custom/E/default_vocab.pkl,4,12,12,12,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,22,14,14,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,18,13,13,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,18,11,11,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,22,14,14,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,18,13,13,False
WN18RR_v3_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v3_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,18,11,11,False
WN18RR_v4_ind_labeled,default,,14,13,13,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,13,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,13,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,1,13,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,1,16,16,16,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,1,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/default_vocab.pkl,1,13,13,13,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/default_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/VandR/default_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/descending_size_vocab.pkl,1,13,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/descending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,1,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/default_vocab.pkl,1,13,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/default_vocab.pkl,2,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-custom/E/default_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,14,14,14,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,14,14,14,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,14,14,14,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,14,14,14,False
WN18RR_v4_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v4_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_labeled,default,,16,16,16,False
WN18RR_labeled,default,,25,27,27,True
WN18RR_v3_labeled,default,,16,16,16,False
WN18RR_v1_labeled,default,,15,13,14,False
WN18RR_v4_labeled,default,,16,12,16,False
WN18RR_v2_ind_labeled,default,,14,13,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,19,13,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,14,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,18,13,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,13,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,1,19,13,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,2,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/randomWalks/default_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,1,16,16,16,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,2,16,16,16,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,1,14,14,14,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/default_vocab.pkl,1,15,15,15,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/default_vocab.pkl,2,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/VandR/default_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/descending_size_vocab.pkl,1,17,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/descending_size_vocab.pkl,2,13,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/descending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,1,17,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,2,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/ascending_size_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/default_vocab.pkl,1,18,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/default_vocab.pkl,2,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-custom/E/default_vocab.pkl,4,12,12,12,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,17,17,17,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,16,16,16,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,14,14,14,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,17,17,17,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,16,16,16,False
WN18RR_v2_ind_labeled,Vocabularies/WNN18RR_all/WN18RR_v2_ind_labeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,14,14,14,False
