dataset,vocab,vocab_size,max_train_size,max_valid_size,max_test_size,truncation needed
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,41,41,41,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,1,42,42,42,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,1,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,1,45,45,45,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,1,35,35,35,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/descending_size_vocab.pkl,1,46,46,46,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/descending_size_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/descending_size_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/ascending_size_vocab.pkl,1,46,46,46,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/ascending_size_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/ascending_size_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/default_vocab.pkl,1,46,46,46,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/default_vocab.pkl,2,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-custom/E/default_vocab.pkl,4,33,33,33,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,67,67,67,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,62,62,62,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,50,50,50,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,67,67,67,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,62,62,62,False
fb237_v4_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v4_ind_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,50,50,50,False
FB-75_uslabeled,default,,40,58,58,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,36,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,33,69,69,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,33,69,69,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,33,73,73,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,33,64,64,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,33,64,64,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/default_vocab.pkl,1,36,73,73,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/default_vocab.pkl,2,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/randomWalks/default_vocab.pkl,4,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,1,33,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,2,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,4,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,1,35,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,2,33,69,69,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,4,33,69,69,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/default_vocab.pkl,1,34,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/default_vocab.pkl,2,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/VandR/default_vocab.pkl,4,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/descending_size_vocab.pkl,1,45,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/descending_size_vocab.pkl,2,39,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/descending_size_vocab.pkl,4,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/ascending_size_vocab.pkl,1,45,76,76,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/ascending_size_vocab.pkl,2,39,76,76,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/ascending_size_vocab.pkl,4,33,73,73,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/default_vocab.pkl,1,45,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/default_vocab.pkl,2,39,74,74,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-custom/E/default_vocab.pkl,4,33,71,71,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,48,62,62,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,41,58,58,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,36,52,52,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,48,62,62,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,41,58,58,True
FB-75_uslabeled,Vocabularies/FB15K237_all/FB-75_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,36,50,50,True
FB-50_uslabeled,default,,58,58,40,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,33,53,53,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,33,53,53,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,33,51,51,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,33,48,48,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,33,41,41,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,33,41,41,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/default_vocab.pkl,1,33,55,55,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/default_vocab.pkl,2,33,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/randomWalks/default_vocab.pkl,4,33,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,1,33,52,52,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,2,33,52,52,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,4,33,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,1,33,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,2,33,45,45,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,4,33,45,45,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/default_vocab.pkl,1,33,48,48,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/default_vocab.pkl,2,33,44,44,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/VandR/default_vocab.pkl,4,33,44,44,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/descending_size_vocab.pkl,1,40,53,53,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/descending_size_vocab.pkl,2,33,50,50,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/descending_size_vocab.pkl,4,33,48,48,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/ascending_size_vocab.pkl,1,40,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/ascending_size_vocab.pkl,2,33,43,43,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/ascending_size_vocab.pkl,4,33,41,41,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/default_vocab.pkl,1,40,49,49,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/default_vocab.pkl,2,33,46,46,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-custom/E/default_vocab.pkl,4,33,45,45,True
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,62,62,47,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,54,54,41,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,49,49,39,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,62,62,47,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,54,54,41,False
FB-50_uslabeled,Vocabularies/FB15K237_all/FB-50_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,49,49,39,False
FB-25_uslabeled,default,,58,58,58,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,33,50,50,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,33,48,48,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,33,48,48,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,33,47,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,33,46,46,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,33,43,43,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/default_vocab.pkl,1,33,52,52,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/default_vocab.pkl,2,33,48,48,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/randomWalks/default_vocab.pkl,4,33,48,48,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,1,33,49,49,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,2,33,47,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,4,33,47,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,1,33,47,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,2,33,44,44,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,4,33,44,44,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/default_vocab.pkl,1,33,47,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/default_vocab.pkl,2,33,43,43,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/VandR/default_vocab.pkl,4,33,43,43,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/descending_size_vocab.pkl,1,38,50,50,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/descending_size_vocab.pkl,2,33,46,47,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/descending_size_vocab.pkl,4,33,44,46,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/ascending_size_vocab.pkl,1,38,49,49,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/ascending_size_vocab.pkl,2,33,43,43,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/ascending_size_vocab.pkl,4,33,41,41,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/default_vocab.pkl,1,38,50,50,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/default_vocab.pkl,2,33,45,45,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-custom/E/default_vocab.pkl,4,33,42,42,True
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,1,62,62,62,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,2,54,54,54,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/descending_size_vocab.pkl,4,49,49,49,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,1,62,62,62,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,2,54,54,54,False
FB-25_uslabeled,Vocabularies/FB15K237_all/FB-25_uslabeled/KG-finetuned/VandR/ascending_size_vocab.pkl,4,49,49,49,False
fb237_v2_uslabeled,default,,58,58,58,False
FB15K237_uslabeled,default,,58,58,58,False
fb237_v2_ind_uslabeled,default,,58,36,58,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,1,52,31,41,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,2,27,25,27,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/descending_size_vocab.pkl,4,25,25,25,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,1,53,31,41,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,2,28,25,28,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/ascending_size_vocab.pkl,4,25,25,25,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,1,51,28,41,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,2,27,25,27,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/randomWalks/default_vocab.pkl,4,25,25,25,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,1,39,34,34,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,2,32,32,32,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/descending_size_vocab.pkl,4,25,25,25,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,1,53,34,53,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,2,31,31,31,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/ascending_size_vocab.pkl,4,25,25,25,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,1,52,35,52,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,2,30,29,30,False
fb237_v2_ind_uslabeled,Vocabularies/FB15K237_all/fb237_v2_ind_uslabeled/KG-custom/VandR/default_vocab.pkl,4,25,25,25,False
